,Site,Raw,Spatial,Temporal,Spatial_N,Temporal_N,Improved
23,3.368685195446014,2.838888888888889,2.8583333333333334,2.422222222222222,2.6,2.427777777777778,2.483256369687317
24,3.180149431228638,2.838888888888889,2.8583333333333334,2.422222222222222,2.6,2.427777777777778,2.483256369687317
25,3.136606265306473,2.3666666666666667,2.416666666666667,2.238888888888889,2.2,2.2416666666666667,2.222217863346396
26,2.766068291907408,1.775,1.8194444444444442,2.1055555555555556,1.6555555555555557,2.1,1.9239438495341488
27,2.401412739753724,1.6083333333333332,1.5805555555555555,1.8444444444444443,1.425,1.836111111111111,1.747620081302467
28,2.075507011413574,1.3583333333333334,1.338888888888889,1.575,1.222222222222222,1.575,1.4908888725688985
29,2.1621900260448457,1.5527777777777778,1.538888888888889,1.3888888888888888,1.3944444444444444,1.3888888888888888,1.3900499354139781
30,2.024711234569549,1.461111111111111,1.4305555555555556,1.2666666666666666,1.286111111111111,1.2694444444444444,1.2737676298539982
31,1.4745148456096648,0.7666666666666667,0.763888888888889,0.6194444444444445,0.6888888888888889,0.4611111111111111,0.6316294532198217
32,1.5197360056638718,0.7666666666666667,0.763888888888889,0.6194444444444445,0.6888888888888889,0.4611111111111111,0.6316294532198217
33,1.0747500231391505,2.058333333333333,2.0194444444444444,1.95,2.036111111111111,1.9583333333333333,1.923993695329506
34,1.027930368292839,2.280555555555556,2.188888888888889,1.972222222222222,2.208333333333333,1.9861111111111112,1.9623140388151843
35,1.121429311245987,1.713888888888889,1.6555555555555557,1.3805555555555555,1.652777777777778,1.386111111111111,1.4029617251286797
36,1.5473949867486954,1.5833333333333335,1.538888888888889,1.6805555555555558,1.4555555555555555,1.6805555555555558,1.6805555555555558
37,1.8331047308444977,2.475,2.475,2.2666666666666666,2.333333333333333,2.061111111111111,2.4238885866462097
38,1.863358359336853,2.2583333333333333,2.227777777777778,2.561111111111111,2.1083333333333334,2.555555555555556,2.4507349966389698
39,2.5526482605934144,3.827777777777778,3.9416666666666664,3.4888888888888885,3.702777777777778,3.5138888888888884,3.4721746434608667
40,3.868293917179108,5.436111111111112,5.677777777777778,5.075,5.25,4.961111111111111,5.104811656516442
41,3.60188249626545,5.036111111111111,5.411111111111111,4.483333333333333,4.905555555555556,4.277777777777778,4.533205510112096
42,3.707730074121496,5.522222222222222,5.633333333333334,4.391666666666667,5.269444444444444,4.2972222222222225,4.6279449810590965
43,3.47008602142334,5.038888888888889,5.0055555555555555,3.5444444444444443,4.622222222222222,3.430555555555556,4.209773711188217
44,2.820071465969085,3.4166666666666665,3.305555555555556,2.922222222222222,3.1222222222222222,2.927777777777778,2.9185042351547104
45,3.397950749397278,2.725,2.761111111111111,2.875,1.5694444444444444,2.938888888888889,2.867230781132665
46,5.105046741962433,4.0777777777777775,4.205555555555556,4.208333333333334,2.363888888888889,4.169444444444444,3.9517462243614667
47,5.068336877822876,4.575,4.4527777777777775,3.575,2.5166666666666666,3.3472222222222223,3.722144071761008
48,3.842151067256928,4.033333333333333,3.9944444444444445,3.0083333333333333,2.261111111111111,2.986111111111111,3.2306903903439315
49,2.542217073440552,1.5666666666666667,1.588888888888889,1.3916666666666666,0.8972222222222221,1.3888888888888888,1.398171335384601
50,1.5473091703653337,0.8694444444444445,0.8805555555555555,0.85,0.8083333333333333,0.85,0.85
51,1.5647622829675674,0.8194444444444444,0.8305555555555555,0.9916666666666666,0.75,0.9694444444444444,0.8928576532390279
52,1.748815405368805,1.1194444444444445,1.1027777777777779,1.0305555555555554,1.0166666666666666,1.0194444444444444,1.0208138871578005
53,1.6597662961483002,1.2722222222222221,1.2472222222222222,1.15,1.125,1.1416666666666666,1.1361558883260048
54,1.7416233539581298,1.172222222222222,1.1555555555555554,1.375,1.0444444444444445,1.3666666666666667,1.3063598473114388
55,2.395752656459808,1.722222222222222,1.7305555555555556,1.722222222222222,1.5666666666666667,1.722222222222222,1.7071994044550987
56,2.246752599064185,1.972222222222222,1.9194444444444443,1.952777777777778,1.7361111111111112,1.95,1.9231768602335435
57,2.802144619226456,2.536111111111111,2.5166666666666666,2.2527777777777778,2.275,2.227777777777778,2.2905550770373218
58,2.798558170795441,2.6277777777777778,2.6333333333333333,2.172222222222222,2.386111111111111,2.136111111111111,2.243331675121322
59,3.348171029090881,2.8694444444444445,2.797222222222222,2.1527777777777777,2.563888888888889,2.102777777777778,2.342224693091744
60,3.689229788780212,3.3777777777777778,3.275,3.1527777777777777,2.9833333333333334,3.1527777777777777,3.2001504589385616
61,3.667497861385345,3.275,3.219444444444444,2.886111111111111,2.9027777777777777,2.897222222222222,3.059340773315036
62,3.2627315509198893,3.1083333333333334,3.1083333333333334,2.5055555555555555,2.8361111111111112,2.4944444444444445,2.5762453954472027
63,3.2783526301383974,2.838888888888889,2.8583333333333334,2.422222222222222,2.6,2.427777777777778,2.483256369687317
64,3.0484000623226164,2.3666666666666667,2.416666666666667,2.238888888888889,2.2,2.2416666666666667,2.222217863346396
65,2.9238924530087687,2.3666666666666667,2.416666666666667,2.238888888888889,2.2,2.2416666666666667,2.222217863346396
66,2.609497230052948,1.6083333333333332,1.5805555555555555,1.8444444444444443,1.425,1.836111111111111,1.747620081302467
67,2.212315913438797,1.6944444444444442,1.6777777777777778,1.597222222222222,1.538888888888889,1.597222222222222,1.5920873871954686
68,2.2623361277580263,1.6944444444444442,1.6777777777777778,1.597222222222222,1.538888888888889,1.597222222222222,1.5920873871954686
69,2.109099702835083,1.3583333333333334,1.338888888888889,1.575,1.222222222222222,1.575,1.4908888725688985
70,1.855048370361328,1.1083333333333334,1.1027777777777779,1.152777777777778,1.0027777777777778,1.1555555555555554,1.1336527640901815
71,1.8824486243724825,1.1083333333333334,1.1027777777777779,1.152777777777778,1.0027777777777778,1.1555555555555554,1.1336527640901815
72,1.728393247127533,0.9555555555555555,0.95,1.0083333333333333,0.8472222222222221,1.0055555555555555,0.9757202773867686
73,1.5216925203800202,0.6361111111111111,0.6361111111111111,0.7861111111111111,0.5666666666666667,0.7027777777777777,0.7355878538614891
74,1.1216025008605075,1.613888888888889,1.65,1.6583333333333332,1.652777777777778,1.6833333333333331,1.6291682883382443
75,1.0114137692020295,1.7638888888888888,1.711111111111111,1.9472222222222222,1.702777777777778,1.963888888888889,1.8301875652788144
76,1.0771801120705076,2.075,2.0194444444444444,2.022222222222222,2.0194444444444444,2.0444444444444443,1.9995720505637586
77,0.9335382167370088,1.713888888888889,1.6555555555555557,1.3805555555555555,1.652777777777778,1.386111111111111,1.4029617251286797
78,0.5307057058438659,0.825,0.8083333333333333,0.7527777777777778,0.8083333333333333,0.7444444444444445,0.7379622986036909
79,1.5929839718341827,1.725,1.713888888888889,1.6388888888888888,1.6055555555555556,1.536111111111111,1.6372175200979544
80,1.837686024904251,2.475,2.475,2.2666666666666666,2.333333333333333,2.061111111111111,2.4238885866462097
81,2.338911417722702,3.827777777777778,3.9416666666666664,3.4888888888888885,3.702777777777778,3.5138888888888884,3.4721746434608667
82,3.3652669548988343,4.733333333333333,5.111111111111112,4.652777777777778,4.727777777777778,4.675,4.620193059232234
83,3.82901894569397,5.319444444444445,5.622222222222222,4.858333333333333,5.183333333333334,4.844444444444444,4.9088009486331625
84,3.920238451957703,5.194444444444445,5.613888888888889,4.697222222222222,5.175,4.447222222222222,4.83117811530047
85,3.769262166023255,4.841666666666667,4.866666666666666,4.3805555555555555,4.516666666666667,4.483333333333333,4.5098656210436046
86,3.6155793046951294,5.038888888888889,5.0055555555555555,3.5444444444444443,4.622222222222222,3.430555555555556,4.209773711188217
87,2.7027977013587954,2.8722222222222222,2.802777777777778,2.6333333333333333,2.636111111111111,2.6527777777777777,2.646303857911234
88,1.7173417788743972,2.022222222222222,1.9694444444444443,1.3555555555555556,1.847222222222222,1.0944444444444446,1.633807926483851
